id	Sample_01	Sample_02	Sample_03	Sample_04	Sample_05	Sample_06	Sample_07	Sample_08	Sample_09	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18
class	Control	Control	Control	Control	Control	Control	Control	Control	Control	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs	Lungs
ENSG00000204147					2.807354922													
ENSG00000204149										2					1			
ENSG00000204160													0					2.807354922
ENSG00000204161								3.169925001	2.321928095	0			1.584962501					
ENSG00000204165						1.584962501	3.169925001		2.807354922		1						2.321928095	
ENSG00000204173										0								
ENSG00000204174										0								
ENSG00000204176					1				0									
ENSG00000204178	1	6.22881869	2	3	4.247927513	1		5.727920455	4.392317423	4.807354922	3.700439718		4.584962501	3	3.459431619	2.807354922	1.584962501	3.321928095
ENSG00000204183										0						0		
ENSG00000204186			3							2.321928095								
ENSG00000204209	4.584962501	4.392317423	4.807354922	4.700439718	6.303780748	3.807354922	7.129283017	4.754887502	7.475733431	3.459431619	5.523561956	3.459431619	5.321928095	3.169925001	4.584962501		4.247927513	5.977279923
ENSG00000204217						0	0		2		0		1	2.321928095				4
ENSG00000204219					6.894817763	4.95419631	5.95419631		6.169925001		3.906890596							
ENSG00000204220	2.584962501				3.169925001	1	3.584962501			0			1.584962501	0				
ENSG00000204227						2.321928095							0					
ENSG00000204228						4.087462841		0	6.95419631		1		1.584962501		1		2.584962501	
ENSG00000204231	3.906890596				3.700439718	3.906890596	4.087462841		2		1.584962501			2.807354922	1.584962501			0
ENSG00000204237						0	0		2.321928095	0								
ENSG00000204252	3.459431619	3		2	4.807354922	4.321928095			3.321928095		2						0	0
ENSG00000204253							1	0				2.584962501						
ENSG00000204256	5.584962501	4.523561956	4.169925001	5.672425342	7.636624621	6.768184325	7.118941073	5.614709844	7.569855608	5.426264755	6.523561956		6.857980995	5.044394119	6.247927513	6.209453366	6.189824559	6.14974712
ENSG00000204257	4.95419631	6.523561956	6.108524457	5.044394119	8.027905997	6.857980995	6.022367813	4.95419631	8.531381461	3.459431619	4.584962501	6.426264755	4.700439718	3.584962501	1.584962501	4.392317423	4.64385619	4.807354922
ENSG00000204264	9.025139562	8.451211112	8.813781191	8.426264755	10.15101654	10.03479896	9.726218159	9.601770788	10.65284497	6.965784285	8.475733431	8.611024797	8.169925001	6.321928095	8.044394119	8.294620749	7.459431619	8.357552005
ENSG00000204271				2.321928095		2.321928095			0									
ENSG00000204272	6.599912842	6.988684687	5.882643049	6.87036472	7.658211483	8.768184325	8.30833903	7.523561956	8.071462363	5.754887502	6.62935662	7.971543554	6.539158811	6.06608919	5.95419631	5.491853096	5.209453366	6.409390936
ENSG00000204277								0										0
ENSG00000204287	9.159871337	8.044394119	8.487840034	8.471675214	10.96506276	8.14974712	8.409390936	7.569855608	11.05528244	5.807354922	6.523561956	8.836050355	6.14974712	3.906890596	5.906890596	5.672425342	6.807354922	6.781359714
ENSG00000204291													0					
ENSG00000204301	1	2.321928095			0	1.584962501	2.321928095										1	
ENSG00000204304	1		1	1	4.087462841	4	1	0	2	3.321928095	3.169925001	1	3.584962501		1.584962501	0	1	3.169925001
ENSG00000204305									2.321928095	1							1.584962501	
ENSG00000204308	7.209453366	7.247927513	7.022367813	7.076815597	7.8008999	7.876516947	7.651051691	7.483815777	7.73470962	5.584962501	6.768184325	3.807354922	6.022367813	5.285402219	6.06608919	5.614709844	4.95419631	5.247927513
ENSG00000204310	5.491853096	4.247927513	5.087462841	4.392317423	5.491853096	5.882643049	5.209453366	5.672425342	4.584962501	4.321928095	5.392317423	3.906890596	2.584962501	3.807354922	4	4.169925001	3.584962501	4.584962501
ENSG00000204314	2.321928095		2.807354922	1		2.321928095	1.584962501		0	1.584962501	2.321928095		0					1.584962501
ENSG00000204315						1.584962501												
ENSG00000204323	9.497851837	9.243173983	9.283088353	8.791162889	10.56033283	10.85408918	10.39767463	10.04984855	9.154818109	7.906890596	7.238404739	8.942514505	8.016808288	6.942514505	8.554588852	7.46760555	6.700439718	8.038918989
ENSG00000204344			4.087462841	3.807354922	2.584962501	6.50779464	4.087462841	6.247927513	5.392317423	4.523561956	5.044394119		3.169925001	0	3		2.584962501	2.584962501
ENSG00000204347				0														
ENSG00000204348		4.087462841			4.807354922	3.321928095	3.807354922	5.044394119	5.727920455	2.321928095	3.700439718		1.584962501	3	3.906890596	2.321928095		3.459431619
ENSG00000204351	1							3.459431619	5.087462841	2.807354922	3.459431619		3.906890596	1		4.392317423	2.321928095	0
ENSG00000204356		6.06608919	6.129283017		4.321928095	1	4.906890596	5	6.442943496	3	3		4		2.584962501	3.807354922	3.169925001	3
ENSG00000204371	4.523561956		2.321928095		4.321928095	4.857980995	2.584962501	2	4	2.584962501	2.807354922		1.584962501				2.807354922	0
ENSG00000204381							3.906890596		4									
ENSG00000204386		3.321928095			0	2.584962501		2	5.357552005				1.584962501				0	0
ENSG00000204387	7.658211483	6.918863237	7.417852515	6.426264755	7.813781191	8.016808288	7.781359714	7.434628228	8.409390936	5.857980995	6.339850003	6.022367813	5.169925001	5.930737338	6.022367813	5.754887502	4.247927513	5.781359714
ENSG00000204389											0							
ENSG00000204392	3.321928095	3.700439718	5.209453366		6.022367813	5.044394119		4.247927513	6.807354922	2	2.807354922	4.459431619	3.459431619	1	3.700439718	2.807354922	3	0
ENSG00000204394					0		3.459431619		3.807354922	0	2		2		0		3.459431619	
ENSG00000204397	7.787902559	6.988684687	7.781359714	7.95419631	8.909893084	8.900866808	8.724513853	8.417852515	8.14974712	7.330916878	8.994353437	8.082149041	9.710806434	8.50779464	8.550746785	8.873444113	8.027905997	9.041659152
ENSG00000204406	6.409390936	5.491853096	4.087462841	5.64385619	5.906890596	6.409390936	5.754887502	6.375039431	5.584962501	6.022367813	5.523561956		5.977279923	5.857980995	5.169925001	6.209453366	3.584962501	6.087462841
ENSG00000204410								0										
ENSG00000204420	11.36741475	11.06204614	10.98299357	10.64835758	11.56795608	11.68167766	11.71681946	11.47269084	11.99329224	11.02236781	12.01820018	11.15481811	11.00281502	10.17741954	10.83209885	10.78790256	10.33315535	11.14784089
ENSG00000204421		3		2.321928095		4.807354922	1	4	2		2		1.584962501					0
ENSG00000204424	7.707359132	7.942514505	7.787902559	7.348728154	8.665335917	9.326429487	8.832890014	8.764871591	8.243173983	6.303780748	7.8008999	7.562242424	7.339850003	6.554588852	6.95419631	7.348728154	5.554588852	6.426264755
ENSG00000204428	7.303780748	6.14974712	7.108524457	7.033423002	6.930737338	7.768184325	7.930737338	7.562242424	6.845490051	5.754887502	5.781359714	6.22881869	6.087462841	5.584962501	6.022367813	6.285402219	5.209453366	5.392317423
ENSG00000204434		0			0	0										0		
ENSG00000204438	4.321928095	4.321928095	4.247927513	5.321928095	4.857980995	2.584962501	3.459431619	4	5.321928095	1	2.321928095		3.459431619	1.584962501	3.321928095	0	2.321928095	3.321928095
ENSG00000204444			2.807354922	2.321928095	0	3.459431619					0		1					
ENSG00000204463	3	0	1	3.321928095	4	3.700439718	4.087462841	5	5.977279923	4.247927513	6.321928095	1	5.087462841	5.491853096	5.882643049	5.321928095	5.087462841	5
ENSG00000204469	5.087462841	0	0		0	2.807354922		2.807354922	4.247927513	2.807354922	2.807354922		3.584962501	3.169925001	3.807354922	4.584962501	3.321928095	3.459431619
ENSG00000204472	8.13442632	8.204571144	7.087462841	7.876516947	9.483815777	8.77148947	8.204571144	7.721099189	9.52160044	6.64385619	7.781359714	8.038918989	8.577428828	5.491853096	7.238404739	7.339850003	7.139551352	7.942514505
ENSG00000204475	4	1.584962501	3.321928095	2.321928095	4.906890596		1.584962501	3.700439718	5.523561956		1		0				3	2.321928095
ENSG00000204482	6.285402219	6.044394119	5.882643049	5.95419631	7.159871337	6.918863237	5.977279923	4.807354922	6.491853096	5.491853096	6.426264755	6.247927513	7.169925001	4.087462841	6.303780748	4.95419631	5.247927513	6.475733431
ENSG00000204498									1	0					0			
ENSG00000204501																		0
ENSG00000204516		2	0		0				2.584962501		1		1.584962501		0			
ENSG00000204519				0														
ENSG00000204520									3.459431619	1			1			1.584962501	0	
ENSG00000204524																		0
ENSG00000204525	11.65284497	10.08878824	11.57601187	10.85564717	12.37802385	12.34900472	12.19352536	11.83959748	12.21097568	7.636624621	9.659995892	10.41151099	9.519636253	9.199672345	9.786269628	10.06474276	9.430452552	9.59058705
ENSG00000204529	0		0	2					2.321928095							1		
ENSG00000204531										1			0					
ENSG00000204536							3.700439718		0									
ENSG00000204556			3.321928095	2	3	4.087462841		0	2.321928095	2.584962501		2.584962501	0		1			1.584962501
ENSG00000204560	3.807354922	4	3.321928095			0	2		3.807354922	0	3.321928095		4.169925001				3.169925001	3.584962501
ENSG00000204564	4.392317423	4.857980995	2.807354922	3.321928095	4.906890596	4.459431619	3	4.392317423	5.392317423	3.700439718	4.64385619	3.321928095	3.584962501	3.459431619	3.321928095	2	2.584962501	3.700439718
ENSG00000204568	3.807354922	4.247927513	6.108524457	3.807354922	7.426264755	7.159871337	6.209453366	5.781359714	7.64385619	0	3		4.247927513		3.584962501	1.584962501	2.321928095	4.392317423
ENSG00000204569		0	0	2.321928095	1	4.64385619	4.64385619	5.754887502	5.727920455	2.584962501	4.392317423	1.584962501	3	2.584962501	2.807354922	2.321928095	3.459431619	3.459431619
ENSG00000204574	6.894817763	6.426264755	5	5.554588852	5.700439718	7.491853096	7.658211483	6.569855608	7.665335917	6.189824559	6.918863237	6.303780748	6.475733431	6.285402219	6.614709844	5.584962501	5.554588852	6.700439718
ENSG00000204576	0		2	1		3	3.807354922	0	2.321928095	0	0		2.807354922	1.584962501	2.807354922			0
ENSG00000204577	0		2		1				0		0	3.807354922						
ENSG00000204580					0													
ENSG00000204584																		0
ENSG00000204590	6.754887502	5.554588852	5.930737338	5.209453366	7.459431619	6.988684687	6.977279923	8.28077077	6.14974712	3.584962501	5.554588852	7.721099189	4.700439718	3.321928095	5.285402219	4.087462841	4	2.321928095
ENSG00000204592	14.42213049	14.16882879	14.04610085	13.51594618	14.81473266	15.17578343	15.02535588	14.79395886	15.04477831	13.00457162	14.33490174	14.08264804	13.64205169	12.13923157	13.34748296	13.44436787	12.62319564	13.45904733
ENSG00000204599						2			1.584962501		1							
ENSG00000204604							1		0	1	0			0	0		0	1.584962501
ENSG00000204611						0	3.321928095		2.321928095		2				1		0	
ENSG00000204613	2	2	3.807354922	1.584962501		2.807354922	2.321928095	3	2				0	2	1			3.321928095
ENSG00000204614	5.781359714	4.700439718	6.409390936	5.087462841	3.584962501	5.672425342	6.129283017	5.087462841	5.857980995	2.807354922	5.169925001		4.584962501	2	4.247927513	3.459431619	4.247927513	3.169925001
ENSG00000204619	3.807354922	5.906890596	4.321928095	3.906890596	5.906890596	6.727920455	6.672425342	6.459431619	5.584962501	4.247927513	5.392317423		5.357552005	3.169925001	4.247927513	3.584962501	3.700439718	4.247927513
ENSG00000204620																		0
ENSG00000204622		0							1									
ENSG00000204623							3.459431619		0					3		0	1.584962501	
ENSG00000204625													0					
ENSG00000204628	10.63117706	9.688250309	10.59991284	10.19229281	11.84352853	11.28540222	11.30947635	10.85953479	12.82833486	8.194756854	9.453270634	10.67330908	9.233619677	6.965784285	8.599912842	7.900866808	8.527477006	8.842350343
ENSG00000204632	2.807354922	5.491853096	3.584962501	3.321928095	6.087462841	6.285402219	6.554588852	5.614709844	3	4.64385619	5.727920455	0	3	0	4.321928095	1	0	2
ENSG00000204634		1			0	0	1.584962501		0				2.321928095					3.584962501
ENSG00000204642	6.06608919	6.06608919	5.977279923	6.426264755	7.727920455	7.658211483	7.584962501	6.807354922	8.353146825	6.768184325	7.491853096	6.14974712	7.011227255	6.303780748	6.807354922	5.754887502	6.614709844	6.523561956
ENSG00000204644			1.584962501					1.584962501					0					2
ENSG00000204650									1.584962501									
ENSG00000204673									0									
ENSG00000204681								2.807354922	4	0						1	0	1.584962501
ENSG00000204685																		0
ENSG00000204710	6.459431619		5.754887502	5.930737338	6.807354922	7.754887502	7.665335917	7.303780748	6.409390936	6.930737338	5.700439718	7.285402219	6.247927513	1	6.768184325	4.247927513	6.06608919	3.906890596
ENSG00000204713						4.754887502	3.807354922		3.700439718	0	0		1.584962501					
ENSG00000204740	1.584962501	1	1.584962501		2	1	1	1	2.321928095		2.807354922		0				0	3.321928095
ENSG00000204745	3	2.807354922	2.321928095	1		2.807354922	0	3.700439718	4.807354922	0				2.321928095	3.807354922	4.857980995		2
ENSG00000204764	2.321928095	1.584962501	0					2.321928095		1			0		0			
ENSG00000204778																		0
ENSG00000204789									3.169925001		2							
ENSG00000204790						1		1.584962501	3.807354922						0		1	0
ENSG00000204815													0					
ENSG00000204832		3.700439718	2.321928095		3.700439718	4.754887502	3.169925001	3.700439718	3.169925001	1.584962501	3		1	2.807354922	1.584962501	2	2.321928095	
ENSG00000204837									2.584962501							1.584962501		
ENSG00000204842	5.357552005	6.06608919	2.807354922	4.754887502	5.95419631	6.714245518	5.285402219	5.882643049	6.129283017	5.857980995	4.584962501		4.700439718	5.906890596	5.209453366	6.50779464	5	5.95419631
ENSG00000204843		4.169925001	0	4.807354922	4.523561956	4.906890596	3.700439718	4.247927513	5.357552005	5.459431619	6.022367813		5.426264755	1.584962501	4.392317423	3.906890596	3.584962501	4
ENSG00000204852			1		4.700439718		5.426264755		4.700439718				2.584962501				1.584962501	
ENSG00000204856	6.426264755	4.857980995		0	5.285402219	5.857980995	4.584962501		4.247927513	1	3.700439718			3.700439718	2.807354922	2.321928095	2.584962501	3.169925001
ENSG00000204859			4.169925001		1.584962501				4.857980995		2.321928095		0				2.584962501	
ENSG00000204872		2			1		1	1.584962501	1.584962501	0	0		1		0	1.584962501		
ENSG00000204894		0													0			
ENSG00000204899	4.584962501	3	4.754887502	4	2.321928095	5.169925001	6.044394119	5.614709844	5	2	3		3		0	3.321928095	2.321928095	3.807354922
ENSG00000204920						0		2	1		0							
ENSG00000204922					2.807354922	0	1.584962501	0	3	0	1.584962501				0		0	0
ENSG00000204923	3.700439718	2.321928095	1.584962501	2.584962501	4.087462841	6.087462841	4.523561956	5.523561956	4.807354922	2	3.807354922	1	4.95419631	2.321928095	3.169925001	4.321928095	3.321928095	3.807354922
ENSG00000204928	2.321928095																	
ENSG00000204930													0					
ENSG00000204947															1.584962501			
ENSG00000204954		3.169925001			2.584962501				3.700439718	0								
ENSG00000204977	2.807354922	4.700439718	3.906890596	4	6.285402219	5.087462841	5.584962501	4.700439718	5.781359714	4.754887502	6.087462841	5.459431619	5.491853096	4.392317423	5.357552005	3.700439718	3.906890596	4.807354922
ENSG00000204991									1.584962501									
ENSG00000205002											0		0					
ENSG00000205020						1	2											
ENSG00000205038	8.447083226	6.599912842	8.184875343	7.577428828	8.071462363	8.17990909	8.303780748	8.636624621	7.74819285	7.87036472	8.471675214	6.882643049	8.636624621	8.383704292	8.17990909	8.566054038	7.434628228	9.240791332
ENSG00000205045		1.584962501	1		2	3.321928095			1		1						1.584962501	2
ENSG00000205056			0		0													
ENSG00000205057	1.584962501																	
ENSG00000205060	5		1.584962501		6.247927513	4		4.584962501	1.584962501	3.169925001	2.321928095		3.584962501	2	0		4.459431619	
ENSG00000205084						0												
ENSG00000205105						1												
ENSG00000205106	1																	
ENSG00000205111																4.584962501		
ENSG00000205126	6.781359714	5.087462841	4.459431619	4.906890596	4.64385619	8.184875343	7.22881869	8.661778098	4.459431619	5.129283017	6.700439718	6.95419631	2	4.64385619	6.044394119	5.523561956	5.169925001	5.807354922
ENSG00000205133	6	6.044394119	3	3.584962501	5.882643049	6.339850003	6.108524457	5.906890596	4.247927513	3.906890596	6.129283017	6.044394119	5.930737338	3.906890596	5	4.459431619	5.209453366	6.266786541
ENSG00000205147													0					
ENSG00000205155		1.584962501			1	2			1						2	1.584962501	1	1
ENSG00000205208	0				1				0						1.584962501			
ENSG00000205213	0								0		1			2.321928095				
ENSG00000205220	6.044394119	4.807354922	6.189824559	6.339850003	6.942514505	7.294620749	7.159871337	6.820178962	7.851749041	3.459431619	6.189824559	5.584962501	5.832890014	3.169925001	5.169925001	4.700439718	4.247927513	5.087462841
ENSG00000205240	1	1		1	2	4.321928095	2.584962501	2	1.584962501		2	2.584962501	0	0	1.584962501	0	2	0
ENSG00000205250		4.700439718		2.807354922			0	0	5.857980995		3.169925001		3.700439718		2	2.321928095	2.321928095	
ENSG00000205268					5.129283017			1.584962501	4.087462841		1.584962501		1					
ENSG00000205269																1.584962501		
ENSG00000205277												1.584962501						
ENSG00000205302	8.797661526	8.285402219	8.276124405	8.30833903	9.599912842	7.238404739	8.375039431	8.383704292	10.28193003	6.942514505	6.781359714	6.754887502	8.247927513	7.665335917	7.54689446	6.768184325	6.087462841	7.312882955
ENSG00000205309	7.483815777	7.022367813	7.022367813	6.857980995	7.055282436	7.599912842	7.864186145	7.6794801	6.906890596	5.169925001	6.523561956	6.95419631	6.266786541	5.459431619	6.209453366	6.569855608	5.554588852	6.845490051
ENSG00000205336				2.807354922	4.857980995	4.247927513	4.169925001	2	3.169925001	1	3.807354922		1.584962501	0	1		2	2.584962501
ENSG00000205339	0	0		3			4.523561956	0	6.807354922	4.523561956	3.584962501	0	5.392317423	2.807354922	1	4.700439718	0	5.321928095
ENSG00000205352	1.584962501	0	1	1	1.584962501	1.584962501	1.584962501	2.321928095	1.584962501	0						0	0	
ENSG00000205356		4.321928095				2			2.584962501		3.169925001		2.807354922	1.584962501		0	1.584962501	0
ENSG00000205361							2.584962501											
ENSG00000205413				2.807354922	5.930737338	5.392317423	3.906890596	3.321928095	5.392317423	1.584962501	2.807354922		0	3	2.584962501	0	2.584962501	3.321928095
ENSG00000205423			0	3.459431619		2.807354922	2	0	2		1.584962501				0			
ENSG00000205436	1												2	2.321928095				
ENSG00000205456	1		0	0		2	2.807354922	0	3	0	2	2.584962501						
ENSG00000205457																		0
ENSG00000205464																	1.584962501	
ENSG00000205485					1													
ENSG00000205531	8.654636029	7.348728154	7.54689446	8.257387843	8.189824559	8.982993575	9.350939182	8.842350343	9.366322214	8.082149041	8.417852515	5.977279923	7.330916878	6.988684687	7.17990909	8.661778098	7.247927513	8.027905997
ENSG00000205534	3.459431619	1.584962501		4.95419631	3.584962501	3.584962501	3.906890596	4	3.700439718	3	3.584962501	5.392317423	3.459431619	3.169925001	3.169925001	3.584962501	2	3
ENSG00000205542	17.03903684	17.5751699	17.10038516	17.01192607	17.36458782	17.65998196	17.57579035	17.19317881	17.52468709	15.8980581	16.6437012	16.49102318	16.26919975	15.35621123	16.57667624	16.90326993	15.02071956	16.65649469
ENSG00000205544		0	0					0										
ENSG00000205565										0								
ENSG00000205571					2	2.807354922	3.584962501											
ENSG00000205581	8.511752654	8.607330314	8.335390355	7.539158811	8.854868383	10.76071995	10.4918531	10.37937837	9.036173613	7.139551352	7.900866808	7.366322214	7.426264755	7.169925001	7.839203788	7.994353437	6.569855608	7.14974712
ENSG00000205583									0					0				
ENSG00000205593	6.392317423	7.139551352	6.614709844	6.459431619	6.266786541	8.238404739	8.118941073	7.321928095	7.17990909	5.64385619	7.459431619		6.06608919	5.209453366	5.523561956	5.285402219	4.754887502	5.523561956
ENSG00000205629				5.700439718	6.658211483	7.199672345	0	3.584962501	7.330916878	2	5.321928095	7.276124405	3.584962501		3.807354922	4.64385619	1.584962501	4.857980995
ENSG00000205639	8.400879436	8.761551232	7.906890596	7.266786541	7.787902559	9.052568051	9.169925001	9.087462841	8.46760555	6.321928095	8.335390355	8.016808288	7.06608919	5.357552005	7.033423002	6.794415866	6.375039431	6.977279923
ENSG00000205643	1		3.584962501	0					4.247927513	0	0						1	
ENSG00000205659		3.459431619		4.087462841	3.906890596		0	2.807354922	3.906890596	2	0		0	2.584962501		2.584962501	1	2.321928095
ENSG00000205664									0	0	0			0		3.807354922		2.807354922
ENSG00000205670	1	3.321928095	4.700439718	3.584962501	4.247927513	4.906890596	4.95419631	0	6.22881869		2		3.459431619		1	2.807354922	0	1
ENSG00000205683			4.087462841		4.906890596	3.584962501		2		2	1		3.459431619		1			1.584962501
ENSG00000205702										0								
ENSG00000205707	4.247927513	5.930737338	6.426264755	4.523561956	6.044394119	7.189824559	6.918863237	7.159871337	6.569855608	5.672425342	6	6.714245518	6.442943496	4.523561956	6.781359714	5.700439718	5.044394119	7
ENSG00000205726	2.807354922	5.832890014	5.321928095	4.459431619	5.700439718	7.294620749	6.209453366	1.584962501	6.475733431	3.459431619	5.426264755	1	5.209453366	3.321928095	4.584962501	5	4.95419631	4.754887502
ENSG00000205730	5.285402219	5.95419631	6.044394119	6.129283017	5.357552005	6.62935662	5.700439718	5.906890596	5.554588852	4.523561956	5.169925001	5.491853096	4.169925001	4.169925001	4.807354922	4.95419631	3.459431619	5.523561956
ENSG00000205744		5.209453366	3.584962501		6.882643049		7.087462841	0	8.366322214	1	3.459431619		4.247927513		1.584962501	0	3	3.584962501
ENSG00000205758	7.06608919	5.727920455		6.087462841		6.599912842	7.14974712	6.339850003	7.276124405	3.700439718	5.754887502		5.491853096	1	5.672425342	5.906890596	4.700439718	4.247927513
ENSG00000205763		3.321928095							3.169925001	0	1.584962501							
ENSG00000205765	5.459431619	5.727920455	0	2.807354922	5.491853096		7.14974712	6.426264755	3.807354922	4.247927513	5.491853096		5.459431619	4	2	5.169925001	4.392317423	5.491853096
ENSG00000205771	3.459431619				1	0	2	4.169925001	2	0	1.584962501	4.906890596	1		0	0	1.584962501	2.584962501
ENSG00000205784					2.321928095				1									
ENSG00000205786					0													
ENSG00000205791							0			0						0		
ENSG00000205808							1											
ENSG00000205809					0		1.584962501	3.700439718	1.584962501			5.857980995			0			
ENSG00000205810					2.584962501			1	2.321928095									
ENSG00000205830									0									
ENSG00000205837																	0	
ENSG00000205853															1			
ENSG00000205871										0		0						
ENSG00000205885					1				0									
ENSG00000205913						2.321928095												
ENSG00000205922		0										0						
ENSG00000205930	1	3.700439718	3.584962501	1	5.614709844	3.459431619	5.392317423	3.906890596	2.584962501	2.321928095	4.584962501		4.087462841	2.807354922	3.700439718	4.321928095	3.169925001	3.321928095
ENSG00000205937	6.918863237	5.754887502	5.754887502	4.523561956	6.475733431	6.169925001	6.50779464	5.906890596	7.076815597	1	3.700439718	0	2.321928095		3.807354922	2	3.321928095	4.169925001
ENSG00000205940														1				
ENSG00000205976										0								
ENSG00000205981		5.523561956	0	4.459431619	6.409390936	5.087462841	4.523561956	4.584962501	7.087462841	3.807354922	4.247927513		3.584962501	2.584962501	2.807354922	3	3.169925001	1.584962501
ENSG00000206052	2.321928095		1	1.584962501	4.584962501	4.087462841	4.807354922	4.392317423	1.584962501	2.584962501	2		2.807354922	3.700439718	2.807354922	5.321928095	2.807354922	2
ENSG00000206053					2.807354922	1.584962501		3	2.807354922	1.584962501	1		2	1	2.321928095		1	3
ENSG00000206113						4.857980995				0					2.584962501			
ENSG00000206120																2.584962501		
ENSG00000206129		4.523561956											0	1.584962501	0	1.584962501	0	
ENSG00000206140									1.584962501								0	
ENSG00000206145					3.807354922					2	3		3.584962501	4.95419631	4.392317423	3.169925001	2	4.169925001
ENSG00000206149	0	0			2.807354922		2.321928095	0	1.584962501	3.169925001	3.584962501		2	2	2.321928095	1.584962501	1	2.807354922
ENSG00000206159	1.584962501								1	1					2			
ENSG00000206172		1.584962501		0	0	0	2.321928095		3.584962501		1		1		1			
ENSG00000206177		3	2	1	5.129283017		2.807354922		4.087462841	1.584962501	5.491853096		4.321928095		2			
ENSG00000206190													0					
ENSG00000206192					1													
ENSG00000206195	3.459431619			1.584962501		0	2	1		0					1			0
ENSG00000206260											0							
ENSG00000206341	6.303780748	7.189824559	6.189824559	5.392317423	5.169925001	7.06608919	7.011227255	6.22881869	6.375039431	5.392317423	6.942514505	4.392317423	6.658211483	3.584962501	4.523561956	0	1.584962501	4.459431619
ENSG00000206344						2.584962501			1.584962501									
ENSG00000206356																	0	
ENSG00000206418											1							
ENSG00000206432													0					
ENSG00000206503	11.61654884	9.174925683	10.94544384	10.60733031	12.37964912	12.29576893	12.10000522	11.76694294	13.24525558	10.50481899	11.41256985	11.71424552	10.57459353	10.69174352	10.8008999	10.35974956	9.831307244	10.37503943
ENSG00000206527					1					1.584962501	1							
ENSG00000206530	3.169925001		3.906890596			1	3	0	1	1	4.392317423		2.807354922			2.807354922	0	1
ENSG00000206535		3.459431619			4				1.584962501		1.584962501							
ENSG00000206549	4.169925001			4.169925001	4.459431619	4.169925001		4.64385619		5.727920455	6.06608919		1.584962501			5.087462841		4.087462841
ENSG00000206560	7.189824559	6.584962501	5.554588852	6.247927513	6.614709844	7.977279923	6.930737338	7.330916878	6.50779464	8.14974712	7.900866808	7.826548487	7.721099189	7.693486957	8.596189756	9.076815597	7.839203788	9.413627929
ENSG00000206561		3.807354922					3.807354922	2	2.807354922	3.169925001	3.807354922		3.321928095	3	0	0	3	
ENSG00000206562					3.906890596				3.906890596	1	2.584962501			0	2.584962501		1.584962501	2.584962501
ENSG00000206567	2		3.584962501	1.584962501	3.459431619	3.169925001	0	3.321928095	3.700439718		1.584962501		0	2.321928095	2.321928095	0	0	2.807354922
ENSG00000206573	6.209453366	6.426264755	6.189824559	6.189824559	7.011227255	7.459431619	6.658211483	6.700439718	7.62935662	4.459431619	6.285402219	6.539158811	5.857980995	3.459431619	6.303780748	6.247927513	4.247927513	6.357552005
ENSG00000206588																0		
ENSG00000206737	2.321928095			2														
ENSG00000206902												0						
ENSG00000207072																0		
ENSG00000207113							0											
ENSG00000207142											0				0			
ENSG00000207264																		0
ENSG00000207501					0	1												
ENSG00000207561								2.321928095			0							0
ENSG00000207781																	0	
ENSG00000207939	6.06608919	5.584962501	5.754887502	5	6.64385619	6.768184325	6.658211483	6.169925001	6.599912842	4.087462841	5.044394119	3	5.209453366	3.459431619	5.321928095	4.857980995	4.857980995	5.169925001
ENSG00000211445	4.807354922	5.426264755	5.64385619	5.459431619	4.754887502	5.087462841	4.906890596	5.700439718	4.64385619	3.169925001	1.584962501		1.584962501	3.584962501	3.321928095	1.584962501	1	2
ENSG00000211450	5.044394119	4.392317423	3.906890596	4.392317423	6.392317423	5.357552005	6.044394119	4.807354922	5.64385619	3.807354922	3.700439718	0	3.584962501	0	3.700439718	2.807354922	3.459431619	4.087462841
ENSG00000211451									0								0	
ENSG00000211455		0	0		0	2.321928095			3.321928095	0	3.321928095		3.807354922	0	2.807354922	3.807354922	1	3
ENSG00000211456	4.906890596	6.044394119	6.247927513	6.321928095	4.754887502	7.483815777	7.339850003	6.22881869	6.539158811	6.942514505	7.434628228		7.17990909	5.700439718	7.17990909	6.807354922	7.741466986	7.426264755
ENSG00000211460	3.906890596	5.129283017		3.321928095	2.807354922	1	2.584962501	5	5.357552005	1.584962501	1.584962501		2.321928095		1	3.169925001	1.584962501	3.700439718
ENSG00000211584							0	3.169925001	3.807354922		0							
ENSG00000211598	2.321928095	2.321928095	2	1	7.22881869	2	2	1	7.087462841	0			2.321928095		1.584962501		0	
ENSG00000211599							0		1.584962501									
ENSG00000211625									2						1			0
ENSG00000211630			2.584962501					0			0		0					0
ENSG00000211632					1				1.584962501									
ENSG00000211637					4.392317423	1.584962501	3.169925001		3.906890596									
ENSG00000211638					2				1.584962501									
ENSG00000211639									3.584962501									
ENSG00000211640					4.392317423		0		3.584962501				1.584962501					
ENSG00000211642									0									
ENSG00000211647				0					0									
ENSG00000211648					5.087462841		1	0	4.584962501				0				0	
ENSG00000211649					4				1									
ENSG00000211650					3		0		2.807354922	0						0	0	
ENSG00000211651				0	5.459431619	1	1		3.807354922	0								1
ENSG00000211652		1			4.087462841			0	3.584962501						0			
ENSG00000211653		1		1.584962501	3.906890596	1	2.321928095		5.087462841		0		1				0	1.584962501
ENSG00000211654							2											
ENSG00000211655							3				1		2.807354922					
ENSG00000211658							2.584962501		1.584962501									
